rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
5,"Friendly service, good dishes, potatoes with various types of stuffing, affordable prices. Freshly squeezed juices",Under the Fish,"Warsaw, Poland",Warsaw,NKEwa,2015-06-12,,,,,,,pos,2015.0,Poland
5,"Nice place with friendly stuff. Very popular among tourists, so sometimes you need to wait for a table.
Good food (different variations of baked potatoes).",good food for good money,"Warsaw, Poland",Warsaw,240valeriag,2015-05-25,,,,,,,pos,2015.0,Poland
5,"After reading TripAdvisor reviews, we decided to get our dinner at this restaurant. It is a small cosy restaurant in the city centre. We didn't have any problems getting a table since it was Monday evening.

The staff were friendly and spoke English, there was also a menu in English, so you won't have any trouble ordering. There's also a menu in German on their website.

We received something like a soup in a glass for free, it tasted good (of potatoes and cheese) :) We were very happy with our meals: HUGE portions, and very tasty! We had ""healthy grub"" and spinach and egg potatoes. If you want some ingredients that are not included in your meal, an extra ingredient will cost you 6 PLN. The prices are generally not too high. 

I would definitely recommend this restaurant if you like potatoes. It is a potato heaven! :)",Huge portions of heavenly potatoes,"Weilheim, Germany",Weilheim,yourpalkpal,2016-10-23,,,,,,,pos,2016.0,Foreigner
4,Good address among the many tourist establishments in the city. It's a patisserie but the dishes are hearty and tasty. On average 24 pln for a potato and 6 pln for a drink... a great place to eat cheaply!,A good address,"Wemmel, Belgium",Wemmel,cat_cat_1977,2017-08-10,,,,,,,pos,2017.0,Foreigner
4,Came here and had baked potato’s they came with a free fish starter the potato had a lot of filling on it good value,Baked potato,"West Lothian, United Kingdom",West Lothian,717davie,2018-03-18,,,,,,,pos,2018.0,Foreigner
4,A cozy place where you can eat delicious potatoes with selected additions. I also recommend choosing potato pancakes. Drink sour milk. I recommend!,Late lunch,"Wodzislaw Slaski, Poland",Wodzislaw Slaski,izoldasz,2020-01-07,,,,,,,pos,2020.0,Poland
4,"The restaurant is very centrally located, ideal for lunch while exploring the great old town of Gdansk. It is traditionally very well attended and specializes in potato dishes (baked potatoes with many different fillings, several potato pancake dishes). My potato pancake “gypsy style” was very tasty and incredibly cheap. I especially liked the super light potato dough and the fact that it wasn't soaked with oil. The salads that came with it were also tasty. The filling could have been a little more seasoned for my taste, but that's not for everyone and I always have something with me for additional seasoning. The service was a bit overwhelmed, but still attentive and friendly. When the weather is good, it's nice to sit on the terrace or on the street in front of the restaurant. ","Specializing in potato dishes, inexpensive and good","Wolfstein, Germany",Wolfstein,Wolschder,2017-08-09,,,,,,,pos,2017.0,Foreigner
3,"The prices are shocking for ordinary potatoes, but the portions are solid. I especially recommend potato pancakes with various sauces to choose from + salads. The portion is huge and everyone will be full. ","Quite expensive for potatoes, but at least the portions are large ",World,World,jelly_7777777,2023-07-02,,,,,,,pos,2023.0,Foreigner
5,"This place is a must visit when you are in gdansk. £4 for a huge jacket potato with loads of filling! Honestly you have to have the garlic sauce - delicious! 

We wanted to visit again, but as it was easter the opening hours were reduced. If we come back again then we will be coming here!",The best jacket potatoe I’ve ever had!,"Worthing, United Kingdom",Worthing,theresaj210,2018-04-01,,,,,,,pos,2018.0,Foreigner
4,"We went there when the place was pretty much full, but waited only 25 minutes for our food which was very tasty.",best baked potatoes,"Wroclaw, Poland",Wroclaw,968nataszak,2022-09-20,,,,,,,pos,2022.0,Poland
5,"Still the best potatoes! After two years, I returned to this place and I am still delighted. The prices have gone up, but it hasn't affected the quality or portion size. Very nice service. There are no places in the place upstairs, but the lady suggested going down to the basement - great! Very nice waiter :) I recommend it!",Still the best!,"Wroclaw, Poland",Wroclaw,martynao664,2022-09-10,,,,,,,pos,2022.0,Poland
5,"I recommend it to everyone! The portions are huge and, as someone mentioned a few reviews below, deadly for one person. 
Waiting time is 5-15 minutes. We chose two potatoes with gzik (PLN 22) and once with Białowieża chanterelles (PLN 24). Even a very picky child liked the potatoes, which must mean that they are delicious. 
The service was also a plus. Very helpful, nice and polite.",Giant potatoes!,"Wroclaw, Poland",Wroclaw,martynao664,2020-06-10,,,,,,,pos,2020.0,Poland
1,"Taking into account the overall number of positive opinions while visiting Gdańsk, we were tempted to visit the above-mentioned bar. Bar. Because the owner himself doesn't call it a restaurant. And all in all, that's good. My companion and I ordered a potato with gorgonzola and bacon, as well as trout with potato chips and grilled vegetables, and mulled wine to drink. And this is where the problems started. After 10 minutes of waiting, they started loading drinks on the tables taken after us, and there was silence. After the warning, the waitress disappeared somewhere in the back and reappeared only after another 15 minutes, both dishes and drinks. Trout. Two thin fillets with a completely light breading color and completely unseasoned. Zero taste. In fact, the only thing that added flavor was the damn artificial garlic sauce. That's nothing yet. Even though the potato was warm inside, the cheese didn't melt or anything. Even though it was described on the menu as ""gorgonzola"", it didn't even resemble it. But there was 3 times too much of the cheapest something resembling cheese. Plus bacon, raw, thrown into the dish just to heat it up. Massacre. The potato itself was very good, but the excess of this ""cheese"" killed everything, even the appetite. In addition, at the end it was strongly pointed out that you simply couldn't eat it, and the waitress just nodded, said she would pass it on and after a minute the bill landed on the table. Zero professionalism, but at least we know what ""bars"" to avoid.",A bar for fans of low-quality food,"Wroclaw, Poland",Wroclaw,piotrekx2019,2019-03-02,,,,,,,neg,2019.0,Poland
4,"Bar pod Rybą is not a large place located in the center of Gdańsk. As the name suggests, we cannot count on the standard of the restaurant, but this has a positive effect on the price. The place has a bit of a student atmosphere. There is waiter service here. The food itself is very good, the portions are huge, the trout and salmon are delicious. Prices vary, but you can eat here for just over PLN 20. The only downside was the quite intense smell from the kitchen, which immediately soaked all the clothes.",Tasty food at a good price,"Wroclaw, Poland",Wroclaw,pani_karolina,2019-02-03,,,,,,,pos,2019.0,Poland
5,"Very tasty and extremely nutritious baked potatoes with interesting stuffings. Everyone will find something for themselves! Nice service, short waiting time. I recommend this place for dinner while exploring the city.",Lunch,"Wroclaw, Poland",Wroclaw,maracki90,2018-10-08,,,,,,,pos,2018.0,Poland
3,"We went there based on the TripAdvisor rating and the location. The location is very good and the prices, considering such a good location, are very competitive.

When it comes to the taste of the dishes, we have no major reservations, except that the dish becomes too monotonous towards the end.

However, in the case of service, we were disappointed. The waitresses often made mistakes (and not only at our table). Every now and then they were running around explaining that someone had made a mistake with the sauce or that a key ingredient was missing in the ordered dish. In our case, when we ordered kvass, which according to the card was supposed to be 0.5L, we received 0.3L. Only when we asked why it was different from the one we ordered, the waitress explained that they did not have 0.5L kvass and only sold 0.3L. This information should be provided when placing an order, not after receiving an open bottle.","It's not bad, but there is a lot of room for improvement","Wroclaw, Poland",Wroclaw,mateuszkarwat,2017-07-01,,,,,,,pos,2017.0,Poland
4,"Delicious baked potatoes with stuffing! We haven't eaten such good ones anywhere! However, the waiting time for food and the level of service lowered our rating. The waitress forgot some of our orders three times, she was wrong. Moreover, I believe that the staff should manage the queue and seats, and not leave it to the guests because it would end in quarrels - during our visit, there were as many as 3 such situations, to which the waitresses threw up their hands and told them to ""resolve the matter among themselves"". Not very professional. The kvass wasn't as good as the kvass, the rest was ok. In general, we recommend going for the potato salad - as long as it's not in season ;)",Very good potatoes!,"Wroclaw, Poland",Wroclaw,alnama2019,2017-05-03,,,,,,,pos,2017.0,Poland
5,"Very nice service, delicious dishes, in my case a Mexican pancake with a set of delicious salads. A large set and filling.",I recommend,"Wroclaw, Poland",Wroclaw,bartlomiejzi,2016-11-12,,,,,,,pos,2016.0,Poland
2,"Of the fish and chips and salad, only the salad was good. The fish was swimming in fat, it was difficult to eat the entire dish. Poor quality for these prices and this location. I would like nicer service. Plus, there are no stomach sensations after visiting this place.",Expensive and very average,"Wroclaw, Poland",Wroclaw,Evita666,2016-08-23,,,,,,,neg,2016.0,Poland
5,"When we go to a pub called ""bar pod rybą"", we expect delicious fried fish. And it turns out that the main dish on the menu is a baked potato served in several ways. Which turned out to be a really tasty surprise ;) I heartily recommend it",Bar under the pyra,"Wroclaw, Poland",Wroclaw,piotro359,2016-06-12,,,,,,,pos,2016.0,Poland
4,"Overall it was not bad. The staff is very restaurant-like. After the rain, the seats were practically occupied. Despite this, we found places by agreeing with the visitors. 
I ordered potatoes with filler and like in Kroshka-Kartoshka. It was tasty and appetizing. 
I was confused by the lack of bread (national habit) and the long cooking time (40 minutes)",Kroshka-Kartoshka in terms of service,"Yekaterinburg, Russia",Yekaterinburg,m_k_e2014,2021-09-14,,,,,,,pos,2021.0,Foreigner
4,nice place to visit. we had lunch my wife had the salmon (two fillits!!) and i had the chilli which was hot!.both come with salad and very tasty.,big potatoes,"York, United Kingdom",York,terryandvalb,2015-11-25,,,,,,,pos,2015.0,Foreigner
4,"Perfect spot for a warming lunch on a crisp Autumn day.

Friendly service and huge fluffy jacket spuds - there are 20 or so combinations available - the beef Mexican one was delicious!

Cheap and very cheerful I'd recommend a visit here.",Massive jacket spuds!,"York, United Kingdom",York,EboracumYork,2015-10-29,,,,,,,pos,2015.0,Foreigner
5,"Delicious, fresh, you can eat to your heart's content. Very nice service, great beer too! Favorite place on Piwna! I recommend!",Great potatoes,"Zabrze, Poland",Zabrze,361olimpias,2016-08-11,,,,,,,pos,2016.0,Poland
4,"We ended up going to this place on the recommendation of a local guide, and he was very successful. Its gastronomic offer is based on stuffed potatoes, and you can choose dozens of different fillings. It is a good snack, along with your local beer to recharge your batteries in the middle of the day. The interior decoration of this bar is very careful and makes it very cozy. We didn't need to reserve.",Delicious potatoes in a very cozy environment,"Zaragoza, Spain",Zaragoza,I2219MWjorges,2017-10-10,,,,,,,pos,2017.0,Foreigner
4,"Well maintained location, welcoming staff. The dishes in the photo are absolutely worth trying, I recommend the one with salmon and the Mexican. Speed ​​and quality in food.
Very quiet place, great prices.. ",Must try,"Zelo Surrigone, Italy",Zelo Surrigone,LotitoAlessandro,2017-03-31,,,,,,,pos,2017.0,Foreigner
2,"We ordered two fish sets, but unfortunately instead of trout, my companion received flounder, and the waiter insisted that it was trout. Everything was eaten, because how can we argue when ""trout is always served with onion"" (we disproved this thesis after eating it by checking the menu again that the waiter was wrong). I understand that he may have just been learning, but the mistake must have occurred when placing the order and another person picked it up. After 10 minutes of waiting, a third person brought the bill. The restaurant agreed to a 10% discount (we had to suggest it ourselves), which I consider a plus, but the service was not the best that day, and it's not just about the situation with the exchange of dishes. The bill was brought 10 min. after request. I also saw that guests from England, after asking for an English-language menu, were ignored and had to guess what to order. As for the taste, finally - the fish is amazing, a bit too much oil on the plate, but it's ok. The fries were ok, one salad was good, the other was bland. Bad idea adding onion to flounder. Peas with cod - an interesting combination. I was in Gdańsk for a few days, I'm going to come back to this city, but definitely not to this bar. Maybe they do better with potatoes, but I haven't tried it.",Incompetent service and not very good food,"Zielona Gora, Poland",Zielona Gora,22agatak,2016-06-04,,,,,,,neg,2016.0,Poland
5,"Very friendly staff, cozy location and very tasty, freshly prepared food. Had a lot of fun!",Excellent,"Zusch, Germany",Zusch,G686XJmariar,2016-10-301,"I cannot recommend this place. The service was disappointing and the food was served cold which ruined the experience. I expected more quality, but was unfortunately disappointed.",Not recommended,"Alesund, Norway",Alesund,satollas,2024-10,pos,2016.0,Foreigner
3,"This was average. The food was nothing special. We ate a boring steak and an average fajitas with chicken. Loud music in American style. Fair enough, but we were there to eat, not dance",Average and boring food,"Alta Municipality, Norway",Alta Municipality,189geirk,2023-07,,,,,,,pos,,Foreigner
5,"Billy's is a very nice place with good food and service, The beautiful lady, Olga our waitress did amazing recommendations and present us  with a wide smile and sympathy. Overall I highly recommend!",Great place and food!,"Alvito, Portugal",Alvito,tiagoconceicao,2023-07,,,,,,,pos,,Foreigner
5,"Really good American barbecue burger. Excellent service by Dominik.
I really enjoyed the food 
Highly recommended!!!",Great experience,"Amman, Jordan",Amman,DayTrip35679245262,2024-10,,,,,,,pos,,Foreigner
5,"Peter! The man, the legend we need in this world. Olga might be a cute beauty when I'm scrolling through the reviews (If I have the right person in mind I totally agree). But ladies and gentleman. Even a beauty needs a Peter to lead the way. Swift service, friendly behaviour. Surely the president I'd vote for. 
Peter for president.",Peter for president!,"Assen, The Netherlands",Assen,Voyage15606279249,2023-08,,,,,,,pos,,Foreigner
5,This is a fantastic restaurant; we went there for dinner and breakfast. The restaurant is close to everything and both dinner and breakfast was fantastic and the service was also fantastic; we had Laura for breakfast 😊 the portions are very big; we will definitely be back again 😊,Great restaurant,"Assens, Denmark",Assens,petpetthai,2024-10,,,,,,,pos,,Foreigner
5,Very good food and service excellent prices place very clean . Menu and prices are very competitive,Good experience good excellent,"Atherstone, United Kingdom",Atherstone,markwebb27,2023-09,,,,,,,pos,,Foreigner
5,We ordered two different breakfast dishes. Both were very good. Freshly squeezed orange juice was a plus. Pleasant waitress 😊 We will be back.,Tasty breakfast 😊,"Aurskog, Norway",Aurskog,linemarlenh,2024-07,,,,,,,pos,,Foreigner
5,"Top Food 
Top Service 
Top screen
Adrian was a very good Host and everything was perfekt. 
Beer cold and Jögermeister super cold",Level Time in Danzig,"Bad Essen, Germany",Bad Essen,OnAir28577403530,2023-10,,,,,,,pos,,Foreigner
5,Great ribs :) tasteful place :) very nice and professional Mrs. Zoya. Beautiful view. Large selection of dishes. We will definitely come back!,Nice and tasty,"Barcelona, Spain",Barcelona,nikodemr131,2023-12,,,,,,,pos,,Foreigner
3,We have been here several times in the past most mornings for breakfast during our stays. However this time we weren't so Impressed. Food wasn't as tasty and the place was quite quiet. We only visited once as we decided to try elsewhere.,Mediocre food,"Barnard Castle, United Kingdom",Barnard Castle,lauraeddy,2024-01,,,,,,,pos,,Foreigner
5,Had a lovely meal and was served by Jacob who was very welcoming and was always on hand for anything I required. Had the Ohio steak which was as described delicious and flavorsome,Lovely establishment,"Beckenham, United Kingdom",Beckenham,tonypT690LP,2024-06,,,,,,,pos,,Foreigner
4,"Great location on the waterfront. Went for the ribs - meat falling clean off the bones, so great choice! Great service from our server Kuba, who was attentive, friendly and efficient.",Lunch at Billy’s Gdansk,"Bedford, United Kingdom",Bedford,minrodri71,2024-07,,,,,,,pos,,Foreigner
5,"I had a delightful experience at this café, thanks in large part to Nicole, our exceptionally attentive and cheerful waiter. From the moment we walked in, Nicole made us feel welcomed with her warm greeting and helpful recommendations. She was quick to ensure our drinks were always topped up and that our meals were exactly as we wanted. Her service was a perfect complement to the café's cozy ambiance and delicious food. Highly recommend a visit!",Siarhey,Belarus,Belarus,Go41843860771,2024-05,,,,,,,pos,,Foreigner
4,"The deserts are to die for, but the breakfast is boring and overpriced. - that is unless you have American pancakes. Cozy restaurant in the heart of old town.","Great deserts, boring breakfast","Bergen, Norway",Bergen,kristinelisel2024,2024-10,,,,,,,pos,,Foreigner
5,"First time to Billys in Gdańsk. The manager was really kind and gave us a good table outside. Kind and helpful to all our requests. Our waiter, Piotr (he liked to be called Peter) was very experienced and helpful. Great service and attitude towards their customers. We were two people sharing a Tomahawk (1kg) steak. Absolutely amazing in taste. The fries and drinks on the side were all really good. Thanks for an amazing experience! 10/10. Definitely top 3 best steaks I’ve had in my life. Keep it up!👍🏼",Fantastic food and service. HIGHLY recommend!,"Bergen, Norway",Bergen,SebastianRekdal,2024-08,,,,,,,pos,,Foreigner
5,"Had a great and relaxed time. Natalia was the perfect server. Burger was good, and their locally brewed IPA was good! Thanks!",Great burger!,"Bergen, Norway",Bergen,mmj89,2024-01,,,,,,,pos,,Foreigner
5,Good food and great service! Helena took good care of us and made us want to come back. Highly recommended,Good service,"Bergen, Norway",Bergen,Malarius,2023-12,,,,,,,pos,,Foreigner
5,"I expected to be full and I was not disappointed. I had a serving of Coco Jambo and the granola with yoghurt for dessert. The popcorn I didn't need, I'd rather being asked for it before being served. Although I exceeded breakfast time the staff happily served me that granola after 12 o'clock - what a treat.",Expect great taste and being full.,"Berlin, Germany",Berlin,stephankI6643BC,2023-06,,,,,,,pos,,Foreigner
5,"If you are a fan of good American cuisine, this place is made for you. We ordered delicious shrimp soup which turned out to be super filling and masterful ribs with baked potatoes that will be hard to beat with anything. The waiter, Piotr, is very nice and we would like to thank him for his very nice service and good advice on choosing the menu. Thanks to people like this, we want to come back to such places :) We recommend, we recommend and we will definitely come back :)",Fantastic place with very nice service,"Bierun, Poland",Bierun,annawaliczek,2024-07,,,,,,,pos,,Poland
5,"Great breakfast on our last morning. Our server was Peter, and he was really friendly. We highly recommend and will return on our next visit to Gdansk ",Great breakfast,"Blackpool, United Kingdom",Blackpool,MrsWinnieRocks,2023-09,,,,,,,pos,,Foreigner
5,"The best ribs I've ever eaten! A place with a very nice decor, a menu like the tigers' favorite. Great service. Alan looked after our table and we felt great - service is the soul of the place, and this Waiter is its role model. ",Great food and great service :),"Bordeaux, France",Bordeaux,harry_photter,2023-09,,,,,,,pos,,Foreigner
5,"Lovely location by river , nice decor and the food was lovely ,  shared dishes as not too hungry . Was no problem , fajitas were tasty and the chicken  salad was tasty . Very reasonable prices . Peter our server was very attentive and gave us advice re food and chatted to us . Would recommend",Good food and great staff,"Bradford, United Kingdom",Bradford,jowetta,2024-10,,,,,,,pos,,Foreigner
3,"The service was top notch but the food was mediocre. Soft potatoes etc. not bad but not excellent either.
Nicole served for us.",Good service - mediocre food,"Brande, Denmark",Brande,Go08132455371,2024-06,,,,,,,pos,,Foreigner
5,"Delicious food. American style. You can also eat grilled trout, so it's not just typically American. Nicola was a super great waitress.",Any time,"Bremerhaven, Germany",Bremerhaven,561patricks,2024-04,,,,,,,pos,,Foreigner
5,"Billy's was great, we both got the veggie Marley burger and it was incredible, one of the best veggie burgers I've had. Helena (our server) was exceptional, service was super fast and it was a perfect meal!",Perfect meal,"Brighton, United Kingdom",Brighton,Sightseer07509144976,2024-07,,,,,,,pos,,Foreigner
5,"A really fun spot to spend some time and enjoy great food! Fast and friendly service! Alice our server was super! ♥️ We had chorizo soup to start, which was perfect as were caught in the rain on the way in! My husband enjoyed the California steak, very tasty and perfectly cooked!",Great Service! Great Food!,"Brush, Colorado",Brush,NancyM3759,2024-07,,,,,,,pos,,Foreigner
4,"A nice breakfast spot! The food is good but a bit bland and industrial, but we loved our server Helena. She was very friendly and shared some laughs with us :)
I appreciate the unlimited coffee for an affordable price, as well as the cute view",Good breakfast spot,"Brussels, Belgium",Brussels,emill2016,2023-12,,,,,,,pos,,Foreigner
5,"Absolutely amazing food and service.  I would like to highlight that Natalia who was serving us provided the most perfect service, very attentive and massive big smile on her face. She was proactive and made sure we had a fantastic time and provided the most outstanding customer service.  The food was beautifully prepared and delicious. Thank you team and thank you Natalia. We will come back. ",The perfect service and fantastic food. Big shout out to Natalia,"Budapest, Hungary",Budapest,908hanis,2023-11,,,,,,,pos,,Foreigner
5,"I recommend this place. Atmospheric decor, delicious food and short waiting time. Very nice service, Ms. Kinga, best regards.",Delicious burgers and ribs,"Bydgoszcz, Poland",Bydgoszcz,Przemo_922,2024-03,,,,,,,pos,,Poland
5,The restaurant is great and i met one the greatest waitress i have ever seen in my life who name is Olea I really recommend this restaurant,Olea best waitress,"Bydgoszcz, Poland",Bydgoszcz,Armanetes,2024-01,,,,,,,pos,,Poland
5,Great food.  Lovely staff Olga you were super.  Looking forward to the cocktail recommendations.  This place is in such a quality apt right beside the river.   Our first night but not the last.  Thanks,Lovely Olga !!!,"Carrickfergus, United Kingdom",Carrickfergus,einwod,2024-04,,,,,,,pos,,Foreigner
5,Very good food area is super nice by the canal and Jacobo is really professional and nice.  The meat was tasty and soft. Place surely suggested,Nice place nice meat nice Jacobo,"Catania, Italy",Catania,franconarcisi,2024-09,,,,,,,pos,,Foreigner
5,"Fantastic service, we were served by Mrs. Natalia. Great ribs and appetizers, brilliant location for dinner.",Mrs. Natalia,"Chalupy, Poland",Chalupy,jurekenm,2023-07,,,,,,,pos,,Poland
5,"Good choice of food, service from Adrian was first class. Great option for a meal to cater for many tastes. 
We sat by the front window and although it was a cold night outside the heaters kept us warm and snug.",Great all round choice,"Cleckheaton, United Kingdom",Cleckheaton,CTDT,2024-03,,,,,,,pos,,Foreigner
4,"We saw Billy’s when we were walking along the river. Great location and really enjoyed the breaded chicken and unique black burger. Service was quick and helpful, slight hiccup with the bill but was quickly resolved",Lunch at Billy's,"Coningsby, United Kingdom",Coningsby,stevendK7366WQ,2024-02,,,,,,,pos,,Foreigner
5,"Solo dining for a change...love Billy's food generally, an easy and tasty option. 
Very welcoming as a single lady eating alone and quite a few others arrived while I was here too.
Lovely Nicole my waitress looked after me, so friendly!
Had a BBQ burger and my favourite long island iced tea...popcorn to snack on while I waited.
Restaurant was nicely busy as always, but my wait for food wasn't long.
Delicious!
Thanks Nicole for such lovely service :-)
",Great for solo diners and groups.,"Consett, United Kingdom",Consett,702kirstenh,2023-11,,,,,,,pos,,Foreigner
5,"Simply delicious, there is nothing more to say. Prices and waiting times are great. Ambience suits this restaurant. Friendly service 👍",American cuisine,"Cottbus, Germany",Cottbus,Sightseer41214106962,2024-09,,,,,,,pos,,Foreigner
5,"We all had burgers and they were delicious, full of flavour. Service was excellent and Nicole was very attentive.",Great Burgers,"County Limerick, Ireland",County Limerick,ew1975,2023-11,,,,,,,pos,,Foreigner
5,"Great food, excellent service from our waiter Adrian who couldn’t do enough to make our evening go well.",Excellent service by  Adrian,"County Meath, Ireland",County Meath,WrightAJ75,2023-11,,,,,,,pos,,Foreigner
5,We had  ones breakfast and another day dinner ! Both they were delicious tasty and good portions! Service was amazing attentive and always with a smile(well done girls🤍)  cosy atmosphere ! i loved that being the first couple for breakfast we was able to sit on the terrace !! We find the place warm and welcoming! My only tiny criticism was that capucino was very very weak and not hot enough! But otherwise we love it!,Nice and tasty !,Cyprus,Cyprus,Kyrramss,2023-12,,,,,,,pos,,Foreigner
5,"We have had the ribs twice now and they have a wonderful BBQ sauce ä, so choose that if you are into BBQ sauces.
Thanks to Peter for showing excellent service!
Best regards!
/Micael",Great ribs and nice location along the river,"Denpasar, Indonesia",Denpasar,N8485GXmikaels,2023-07,,,,,,,pos,,Foreigner
5,"Excellent food, funky cocktails and service with a great view. We were served by Helena who was great……………………………………..",Great restaurant,"Derbyshire, United Kingdom",Derbyshire,HardySJ,2024-05,,,,,,,pos,,Foreigner
5,"tried Billy's for breakfast and was really impressed so tonight we thought we would try dinner ..
 we were served by Helena who was really polite . 
the food was excellent 👌...",Helena the waitress 5******,"Doncaster, United Kingdom",Doncaster,craigjU1081ZR,2024-08,,,,,,,pos,,Foreigner
5,"A very nice visit for breakfast. Lovely decor, tasty food and Natalia our waitress gave us amazing service. Would definitely recommend 👍🏻",Great Breakfast. Great service from Natalia.,"Dover, United Kingdom",Dover,mitchb310,2023-12,,,,,,,pos,,Foreigner
5,"Billy's is a place you always visit in Gdansk. 
Very good food, cool atmosphere and great place for good breakfasts and lovely dinners. 
Cool drinks and lots of new and good things on the menu. 
Our waiter Nicolz took good care of us so we will be happy to come back. 
10/10 on food and atmosphere. 
But must have at least one visit to Billy's when visiting Gdansk. 🤩",Mandatory to visit Billy's in Gdansk,"Drammen Municipality, Norway",Drammen Municipality,elinj637,2024-06,,,,,,,pos,,Foreigner
4,"First visit to the New location, but Billy’s always delivers. 
We had a (too) late breakfast, so thanks to the Kitchen for that, and it was delicious. 
Will be back for steaks or ribs later, because we know those are the best in town 🤩
Thanks to our waiter Nicolz for excellent service 🤩
See you again soon. Always visit Billy’s when in Gdansk - it’s a must! 🤗",Always Billy’s in Gdansk,"Drammen, Norway",Drammen,eilifk2015,2024-06,,,,,,,pos,,Foreigner
4,"Great place, lots of people. Which is a bit too loud to be able to talk normally. 
Food very good. I recommend :)",Great place,"Drammen, Norway",Drammen,martinfM4964PG,2024-04,,,,,,,pos,,Foreigner
5,"We where here two times and had a very good experience both times. Good food and nice staff. We eat fajitas,american pan caks, avolon burgers and spear ribs and all the food was very good.",Dinners,"Drammen, Norway",Drammen,DayTrip48841617967,2023-07,,,,,,,pos,,Foreigner
2,"We have been here on every visit to Gdansk, and we were looking forward to another visit.
It was a disappointment. We were served by a waitress who was neither cheerful nor welcoming. We asked her about a drink we saw they served and wondered what it was, she answered grumpily that she didn't know, because it wasn't her who served it. Then we got a cold burger that didn't have the same quality as before at all. It didn't taste good.
When we were to pay, we were to pay in cash. We gave her 200 sloty, when the bill came to about 110. She then asked sourly if we should have change left. Then it was enough, we finally got change again, didn't give a tip (we always do that) and hurried out. Really disappointed, we'll find a new favorite restaurant next time.😳",We were disappointed this time.,"Drobak, Norway",Drobak,Badeanna,2024-12,,,,,,,neg,,Foreigner
5,"Lovely location on the river 
Nice atmosphere spacious restaurant 
Our Waitiress Helene was great made sure we had everything we wanted ☺️",Diner style,"Dubai, United Arab Emirates",Dubai,carriec2016,2024-03,,,,,,,pos,,Foreigner
2,"Food is poor quality. French fries were cold, shrimp tempura was soggy and doughy and trout was overcooked and unpleasant. No effort put into it. Burger below average. No chane we'd return again. Just a tourist trap.",Food was not good.,"Dublin, Ireland",Dublin,Stripes1,2023-12,,,,,,,neg,,Foreigner
5,"Great food and a good waiter - Helene was our girl❣️ Great place, clean toilet and everything was top notch! Super cocktails too🍸🍸 Satisfied!",Good food and great cocktails🌿,"Elverum, Norway",Elverum,KarinaElverum,2024-03,,,,,,,pos,,Foreigner
5,"Fantastically good food, ate a burger, very juicy and tasty 👌 
Pleasant management and very good service 😊 Nice atmosphere, recommended 👍",Fantastic!!,"Elverum, Norway",Elverum,Escape37828532594,2023-07,,,,,,,pos,,Foreigner
4,Friendly restaurant offering a good selection American style food.  Service was prompt and delivered with a smile.  Can be very busy and has a lively atmosphere,Good American style food and great location,"Falkirk, United Kingdom",Falkirk,drmc90,2023-10,,,,,,,pos,,Foreigner
5,"Pleasant atmosphere in the American spirit as the name indicates. Was greeted at the door by Elivs though in the form of a statue.
We ate Hot and spicy Ribs and Califonia Steak medium rare this was cooked to perfection. Several drinks that also lived up to the quality.
Thank you and see you soon.",Fantastic food,"Fargelanda, Sweden",Fargelanda,319peterh319,2023-07,,,,,,,pos,,Foreigner
5,"Delicious food, very large portions. The waiter who served us (Adrian) was very nice and polite. Absolutely great place and most importantly, there were 5 of us and we got all the dishes at the same time. A place definitely worth visiting.",A 5 star place,"Ferrybridge, United Kingdom",Ferrybridge,120martynap,2023-11,,,,,,,pos,,Foreigner
5,"Great American breakfast. Narrow but tasteful breakfast menu. Was served by a great waiter, Peter. Met our children with such kind smiles, paper and crayons. Would definitely come back! ","Great breakfast, nice waiter","Flyinge, Sweden",Flyinge,thalemarieh2022,2023-06,,,,,,,pos,,Foreigner
4,"Nicole was a fantastic vaitor. Big sky grill starter is recomended, something for every taste. Steak was good, drinks perfect!",Billy's,"Fosnavag, Norway",Fosnavag,495kjartans,2023-10,,,,,,,pos,,Foreigner
5,"Lovely American inspired restaurant.
Reasonable prices, friendly staff and not least good food.
Option to page both inside and outside.",Lovely American inspired restaurant.,"Frederiksvaerk, Denmark",Frederiksvaerk,arneo975,2023-11,,,,,,,pos,,Foreigner
5,We have had dinner twice at Billy's here in Gdansk. Different dishes all together. Large and good portions served by a very service-minded staff. Well worth visiting again! Recommended!,Fantastic food and service,"Fredrikstad, Norway",Fredrikstad,ireneolavesen,2024-07,,,,,,,pos,,Foreigner
5,"I needed a good medium sirloin steak with a baked potato, pepper sauce and no fuss, got exactly what I wanted. Our waiter was super nice, we weren't too happy with the table we got and asked for another one, he was an angel about it. It's simple and they deliver on what they said. 5 plus in my book.",Good simple and central place for a piece of meat,"Fuerteventura, Spain",Fuerteventura,oscarw968,2024-07,,,,,,,pos,,Foreigner
4,"Food came quickly and was excellently prepared. David always had a great one. Say it, that was very pleasant! :)",Really great!,"Furstenzell, Germany",Furstenzell,kennerfranze,2024-01,,,,,,,pos,,Foreigner
5,Olga is an amazing waitress. She was kind and have great service ! :) Food was good and the location is very nice right next to the river.,Good experience,"Gardermoen, Norway",Gardermoen,96sunnivaf,2023-07,,,,,,,pos,,Foreigner
